u,Iu
0.07108228864247157,0.039100769339585915
0.0484509545060652,0.05682453987200688
0.07108228864247157,0.039100769339585915
0.0484509545060652,0.05682453987200688
0.06369148906395686,0.03973477258186712
0.05904485496485187,0.042428485197439865
0.05904485496485187,0.042428485197439865
0.055752017592215486,0.04585282702430673
0.06369148906395686,0.03973477258186712
0.055752017592215486,0.04585282702430673
0.049207045064537144,0.05293973495369609
0.049206909122102176,0.055444666551313894
0.05426289549938143,0.047527789170177595
0.05101938266114067,0.049934041722477535
0.05426289549938143,0.047527789170177595
0.05243388564502945,0.049127228447162274
0.053486717547469156,0.0483538951027087
0.05243388564502945,0.049127228447162274
0.05004897365031387,0.05272962131719057
0.050899458932273905,0.05083416638229953
0.05020400382046063,0.05183522768329125
0.053486717547469156,0.0483538951027087
0.05020400382046063,0.05183522768329125
0.050899458932273905,0.05083416638229953
0.049152184689948863,0.05584363697620726
0.049152184689948863,0.05584363697620726
0.05101938266114067,0.049934041722477535
0.049206909122102176,0.055444666551313894
0.05004897365031387,0.05272962131719057
0.049207045064537144,0.05293973495369609
0.05243388564502945,0.049127228447162274
0.05243388564502945,0.049127228447162274
0.07108228864247157,0.039100769339585915
0.05904485496485187,0.042428485197439865
0.050899458932273905,0.05083416638229953
0.055752017592215486,0.04585282702430673
0.05904485496485187,0.042428485197439865
0.07108228864247157,0.039100769339585915
0.05004897365031387,0.05272962131719057
0.05243388564502945,0.049127228447162274
0.05101938266114067,0.049934041722477535
0.049207045064537144,0.05293973495369609
0.05904485496485187,0.042428485197439865
0.06369148906395686,0.03973477258186712
0.07108228864247157,0.039100769339585915
0.049152184689948863,0.05584363697620726
0.053486717547469156,0.0483538951027087
0.05243388564502945,0.049127228447162274
0.06369148906395686,0.03973477258186712
0.05426289549938143,0.047527789170177595
0.05243388564502945,0.049127228447162274
0.06369148906395686,0.03973477258186712
0.05904485496485187,0.042428485197439865
0.053486717547469156,0.0483538951027087
0.05004897365031387,0.05272962131719057
0.07108228864247157,0.039100769339585915
0.0484509545060652,0.05682453987200688
0.0484509545060652,0.05682453987200688
0.055752017592215486,0.04585282702430673
0.07108228864247157,0.039100769339585915
0.05904485496485187,0.042428485197439865
0.0484509545060652,0.05682453987200688
0.055752017592215486,0.04585282702430673
0.05020400382046063,0.05183522768329125
0.06369148906395686,0.03973477258186712
0.05904485496485187,0.042428485197439865
0.05426289549938143,0.047527789170177595
0.05101938266114067,0.049934041722477535
0.05904485496485187,0.042428485197439865
0.07108228864247157,0.039100769339585915
0.053486717547469156,0.0483538951027087
0.05004897365031387,0.05272962131719057
0.049207045064537144,0.05293973495369609
0.05243388564502945,0.049127228447162274
0.05243388564502945,0.049127228447162274
0.05904485496485187,0.042428485197439865
0.053486717547469156,0.0483538951027087
0.049206909122102176,0.055444666551313894
0.055752017592215486,0.04585282702430673
0.05426289549938143,0.047527789170177595
0.05426289549938143,0.047527789170177595
0.05004897365031387,0.05272962131719057
0.05426289549938143,0.047527789170177595
0.053486717547469156,0.0483538951027087
0.06369148906395686,0.03973477258186712
0.0484509545060652,0.05682453987200688
0.049206909122102176,0.055444666551313894
0.07108228864247157,0.039100769339585915
0.07108228864247157,0.039100769339585915
0.05004897365031387,0.05272962131719057
0.05904485496485187,0.042428485197439865
0.05904485496485187,0.042428485197439865
0.05904485496485187,0.042428485197439865
0.055752017592215486,0.04585282702430673
0.05904485496485187,0.042428485197439865
0.049207045064537144,0.05293973495369609
